InvoiceNo,CustomerID,Product,Quantity,UnitPrice,TotalPrice,InvoiceDate,Location,CustomerType
ORD10289,CUST1265,Cooking Oil (1L),1,230.41,230.41,1/21/2023,Ruiru,Regular
ORD10290,CUST1115,Milk (500ml),1,58.95,58.95,3/8/2023,Roysambu,Regular
ORD10291,CUST1040,Tea Leaves (250g),1,58.68,58.68,3/12/2023,Ruiru,Budget
ORD10292,CUST1155,Soap (Bar),1,42.7,42.7,3/6/2023,Nairobi,Budget
ORD10293,CUST1297,Cooking Oil (1L),1,227.98,227.98,3/21/2023,Thika,Budget
ORD10294,CUST1172,Soap (Bar),1,32.37,32.37,4/24/2023,Rongai,Budget
ORD10295,CUST1295,Tea Leaves (250g),1,73.01,73.01,4/9/2023,Kitengela,Budget
ORD10296,CUST1015,Eggs (Tray),1,361.67,361.67,3/11/2023,Rongai,Budget
ORD10297,CUST1154,Eggs (Tray),1,296.63,296.63,1/22/2023,Thika,Premium
ORD10298,CUST1232,Rice (1kg),1,134.61,134.61,1/21/2023,Kitengela,Budget
ORD10299,CUST1247,Eggs (Tray),0,294.69,0,1/5/2023,Nairobi,Premium
ORD10300,CUST1163,Milk (500ml),1,62.48,62.48,1/17/2023,Umoja,Budget
ORD10301,CUST1263,Sanitary Towels (Pack),1,168.65,168.65,1/31/2023,Nairobi,Budget
ORD10302,CUST1136,Eggs (Tray),1,328.02,328.02,10/14/2023,Thika,Budget
ORD10303,CUST1214,Sugar (1kg),1,128.88,128.88,9/15/2023,Ruaka,Regular
ORD10304,CUST1295,Milk (500ml),1,45.99,45.99,1/21/2023,Kitengela,Budget
ORD10305,CUST1263,Eggs (Tray),1,341.18,341.18,2/9/2023,Nairobi,Budget
ORD10306,CUST1046,Bread (400g),1,63.11,63.11,1/31/2023,Thika,Budget
ORD10307,CUST1180,Maize Flour (2kg),1,129.18,129.18,3/5/2023,Ruiru,Budget
ORD10308,CUST1240,Tea Leaves (250g),1,62.8,62.8,1/4/2023,Nairobi,Premium
ORD10309,CUST1135,Milk (500ml),1,58.04,58.04,4/27/2023,Rongai,Budget
ORD10310,CUST1291,Sanitary Towels (Pack),0,177.94,0,3/12/2023,Ruiru,Budget
ORD10311,CUST1197,Sanitary Towels (Pack),1,195.04,195.04,3/12/2023,Thika,Regular
ORD10312,CUST1060,Cooking Oil (1L),1,312.38,312.38,2/20/2023,Ruaka,Budget
ORD10313,CUST1173,Sanitary Towels (Pack),1,256.09,256.09,12/17/2023,Ruiru,Budget
ORD10314,CUST1205,Sanitary Towels (Pack),1,161.73,161.73,9/18/2023,Nairobi,Budget
ORD10315,CUST1242,Sanitary Towels (Pack),1,185.91,185.91,1/29/2023,Rongai,Premium
ORD10316,CUST1167,Soap (Bar),1,38.19,38.19,2/20/2023,Ruiru,Budget
ORD10317,CUST1153,Soap (Bar),1,38.56,38.56,4/17/2023,Rongai,Budget
ORD10318,CUST1250,Soap (Bar),1,37.8,37.8,9/17/2023,Nairobi,Budget
ORD10319,CUST1056,Bread (400g),1,64.76,64.76,4/12/2023,Nairobi,Budget
ORD10320,CUST1013,Soap (Bar),1,41.47,41.47,3/25/2023,Nairobi,Budget
ORD10321,CUST1296,Soap (Bar),1,34.55,34.55,1/7/2023,Nairobi,Regular
ORD10322,CUST1087,Sanitary Towels (Pack),1,212.9,212.9,3/21/2023,Rongai,Regular
ORD10323,CUST1194,Cooking Oil (1L),1,296.27,296.27,5/27/2023,Nairobi,Budget
ORD10324,CUST1097,Maize Flour (2kg),1,153.79,153.79,7/14/2023,Rongai,Budget
ORD10325,CUST1210,Sanitary Towels (Pack),1,238.87,238.87,4/28/2023,Nairobi,Budget
ORD10326,CUST1031,Cooking Oil (1L),1,264.46,264.46,3/13/2023,Ruiru,Budget
ORD10327,CUST1244,Sanitary Towels (Pack),1,197.07,197.07,1/23/2023,Nairobi,Budget
ORD10328,CUST1272,Milk (500ml),0,50.93,0,3/28/2023,Ruiru,Regular
ORD10329,CUST1135,Soap (Bar),1,41.67,41.67,2/1/2023,Rongai,Budget
ORD10330,CUST1152,Sugar (1kg),1,134.66,134.66,2/8/2023,Nairobi,Budget
ORD10331,CUST1106,Eggs (Tray),1,331.64,331.64,2/14/2023,Thika,Budget
ORD10332,CUST1140,Tea Leaves (250g),1,50.97,50.97,1/18/2023,Rongai,Premium
ORD10333,CUST1202,Milk (500ml),1,62.05,62.05,4/22/2023,Roysambu,Budget
ORD10334,CUST1147,Rice (1kg),1,109.46,109.46,2/26/2023,Ruiru,Budget
ORD10335,CUST1245,Sugar (1kg),4,100.76,403.04,1/9/2023,Ruiru,Premium
ORD10336,CUST1070,Rice (1kg),1,123.1,123.1,3/17/2023,Nairobi,Regular
ORD10337,CUST1025,Sanitary Towels (Pack),1,172.57,172.57,10/29/2023,Nairobi,Regular
ORD10338,CUST1169,Eggs (Tray),1,320.28,320.28,6/20/2023,Thika,Budget
ORD10339,CUST1208,Eggs (Tray),1,340.07,340.07,1/26/2023,Nairobi,Budget
ORD10340,CUST1147,Milk (500ml),0,47.99,0,1/8/2023,Ruiru,Budget
ORD10341,CUST1045,Soap (Bar),1,34.64,34.64,4/5/2023,Nairobi,Regular
ORD10342,CUST1019,Cooking Oil (1L),1,253.88,253.88,4/19/2023,Thika,Budget
ORD10343,CUST1203,Eggs (Tray),1,309.32,309.32,4/6/2023,Nairobi,Regular
ORD10344,CUST1148,Maize Flour (2kg),1,126.58,126.58,3/14/2023,Nairobi,Budget
ORD10345,CUST1171,Tea Leaves (250g),1,66.81,66.81,3/24/2023,Kitengela,Budget
ORD10346,CUST1252,Cooking Oil (1L),1,285.11,285.11,3/1/2023,Thika,Regular
ORD10347,CUST1057,Milk (500ml),1,45.41,45.41,2/28/2023,Ruiru,Budget
ORD10348,CUST1095,Maize Flour (2kg),1,172.41,172.41,4/12/2023,Nairobi,Budget
ORD10349,CUST1098,Cooking Oil (1L),1,274.15,274.15,3/23/2023,Ruaka,Budget
ORD10350,CUST1218,Sanitary Towels (Pack),1,182.79,182.79,2/21/2023,Nairobi,Regular
ORD10351,CUST1094,Cooking Oil (1L),1,247.75,247.75,4/30/2023,Thika,Regular
ORD10352,CUST1133,Bread (400g),1,57.45,57.45,4/7/2023,Umoja,Budget
ORD10353,CUST1168,Tea Leaves (250g),1,70.85,70.85,10/2/2023,Nairobi,Budget
ORD10354,CUST1120,Maize Flour (2kg),1,160.07,160.07,3/1/2023,Ruiru,Regular
ORD10355,CUST1207,Sanitary Towels (Pack),1,242.31,242.31,4/24/2023,Thika,Regular
ORD10356,CUST1159,Rice (1kg),1,124.71,124.71,5/1/2023,Nairobi,Regular
ORD10357,CUST1113,Sugar (1kg),1,128.72,128.72,10/9/2023,Nairobi,Regular
ORD10358,CUST1212,Sanitary Towels (Pack),1,241.28,241.28,4/7/2023,Rongai,Regular
ORD10359,CUST1111,Sugar (1kg),1,126.43,126.43,3/18/2023,Nairobi,Budget
ORD10360,CUST1041,Sanitary Towels (Pack),1,204.41,204.41,4/1/2023,Thika,Budget
ORD10361,CUST1288,Rice (1kg),1,88.54,88.54,3/12/2023,Nairobi,Budget
ORD10362,CUST1103,Soap (Bar),1,42.77,42.77,1/22/2023,Rongai,Budget
ORD10363,CUST1266,Eggs (Tray),1,305.81,305.81,1/27/2023,Kitengela,Regular
ORD10364,CUST1250,Rice (1kg),1,150.07,150.07,2/27/2023,Nairobi,Budget
ORD10365,CUST1232,Cooking Oil (1L),1,263.89,263.89,2/28/2023,Kitengela,Budget
ORD10366,CUST1286,Eggs (Tray),1,350.32,350.32,2/9/2023,Roysambu,Budget
ORD10367,CUST1202,Tea Leaves (250g),1,78.22,78.22,4/6/2023,Roysambu,Budget
ORD10368,CUST1037,Maize Flour (2kg),1,152.69,152.69,5/1/2023,Kitengela,Budget
ORD10369,CUST1035,Eggs (Tray),1,301.59,301.59,6/9/2023,Kitengela,Regular
ORD10370,CUST1215,Milk (500ml),1,62.85,62.85,2/18/2023,Ruaka,Budget
ORD10371,CUST1193,Bread (400g),1,51.6,51.6,3/26/2023,Umoja,Regular
ORD10372,CUST1068,Milk (500ml),1,44.49,44.49,3/10/2023,Nairobi,Budget
ORD10373,CUST1065,Sugar (1kg),1,131.3,131.3,8/31/2023,Ruiru,Budget
ORD10374,CUST1237,Sanitary Towels (Pack),1,202.03,202.03,2/18/2023,Nairobi,Budget
ORD10375,CUST1126,Eggs (Tray),1,317.31,317.31,5/28/2023,Thika,Regular
ORD10376,CUST1016,Bread (400g),1,65.41,65.41,4/30/2023,Nairobi,Budget
ORD10377,CUST1008,Sugar (1kg),1,106.18,106.18,1/13/2023,Nairobi,Regular
ORD10378,CUST1228,Soap (Bar),1,43.44,43.44,4/23/2023,Nairobi,Regular
ORD10379,CUST1205,Eggs (Tray),1,327.3,327.3,1/28/2023,Nairobi,Budget
ORD10380,CUST1028,Cooking Oil (1L),1,262.91,262.91,2/7/2023,Roysambu,Budget
ORD10381,CUST1294,Milk (500ml),1,54.13,54.13,4/9/2023,Ruiru,Budget
ORD10382,CUST1164,Sugar (1kg),1,114.51,114.51,1/19/2023,Roysambu,Budget
ORD10383,CUST1266,Sugar (1kg),1,112.41,112.41,6/29/2023,Kitengela,Regular
ORD10384,CUST1218,Sanitary Towels (Pack),1,199.56,199.56,2/14/2023,Nairobi,Regular
ORD10385,CUST1195,Sanitary Towels (Pack),1,190.97,190.97,2/23/2023,Roysambu,Budget
ORD10386,CUST1153,Bread (400g),1,56.36,56.36,3/10/2023,Rongai,Budget
ORD10387,CUST1115,Tea Leaves (250g),1,75.73,75.73,1/19/2023,Roysambu,Regular
ORD10388,CUST1029,Sanitary Towels (Pack),1,200.83,200.83,2/23/2023,Kitengela,Budget
ORD10389,CUST1068,Bread (400g),1,57.6,57.6,1/27/2023,Nairobi,Budget
ORD10390,CUST1040,Eggs (Tray),1,359.47,359.47,1/12/2023,Ruiru,Budget
ORD10391,CUST1097,Maize Flour (2kg),1,142.91,142.91,3/28/2023,Rongai,Budget
ORD10392,CUST1020,Rice (1kg),1,93.17,93.17,4/8/2023,Roysambu,Regular
ORD10393,CUST1286,Sugar (1kg),1,120.1,120.1,4/22/2023,Roysambu,Budget
ORD10394,CUST1155,Maize Flour (2kg),1,139.34,139.34,1/25/2023,Nairobi,Budget
ORD10395,CUST1060,Eggs (Tray),1,363.01,363.01,3/31/2023,Ruaka,Budget
ORD10396,CUST1104,Bread (400g),5,64.89,324.45,1/11/2023,Nairobi,Premium
ORD10397,CUST1238,Sanitary Towels (Pack),1,214.87,214.87,2/9/2023,Kitengela,Regular
ORD10398,CUST1262,Eggs (Tray),1,339.47,339.47,4/13/2023,Nairobi,Budget
ORD10399,CUST1240,Milk (500ml),1,55.37,55.37,1/11/2023,Nairobi,Premium
ORD10400,CUST1288,Sugar (1kg),1,128.35,128.35,1/3/2023,Nairobi,Budget
ORD10401,CUST1299,Soap (Bar),1,46.62,46.62,9/16/2023,Roysambu,Budget
ORD10402,CUST1117,Bread (400g),1,64.47,64.47,2/1/2023,Kitengela,Budget
ORD10403,CUST1172,Tea Leaves (250g),1,76.55,76.55,3/4/2023,Rongai,Budget
ORD10404,CUST1251,Eggs (Tray),1,323.83,323.83,4/12/2023,Ruiru,Budget
ORD10405,CUST1071,Sanitary Towels (Pack),1,208.77,208.77,4/28/2023,Umoja,Budget
ORD10406,CUST1030,Sanitary Towels (Pack),1,153.38,153.38,4/25/2023,Roysambu,Regular
ORD10407,CUST1003,Bread (400g),1,55.39,55.39,3/22/2023,Nairobi,Budget
ORD10408,CUST1077,Maize Flour (2kg),1,139.78,139.78,2/28/2023,Rongai,Budget
ORD10409,CUST1247,Eggs (Tray),1,285.75,285.75,1/18/2023,Nairobi,Premium
ORD10410,CUST1008,Sanitary Towels (Pack),1,222.22,222.22,3/10/2023,Nairobi,Regular
ORD10411,CUST1008,Sanitary Towels (Pack),1,231.32,231.32,3/28/2023,Nairobi,Regular
ORD10412,CUST1091,Rice (1kg),1,144.26,144.26,7/8/2023,Kitengela,Regular
ORD10413,CUST1269,Tea Leaves (250g),1,78.18,78.18,2/4/2023,Thika,Budget
ORD10414,CUST1040,Milk (500ml),1,62.15,62.15,2/28/2023,Ruiru,Budget
ORD10415,CUST1115,Tea Leaves (250g),1,70.52,70.52,4/17/2023,Roysambu,Regular
ORD10416,CUST1047,Bread (400g),1,60.46,60.46,3/12/2023,Nairobi,Budget
ORD10417,CUST1004,Cooking Oil (1L),1,218.68,218.68,4/19/2023,Ruiru,Budget
ORD10418,CUST1169,Soap (Bar),1,52.02,52.02,1/13/2023,Thika,Budget
ORD10419,CUST1021,Sugar (1kg),1,111.66,111.66,4/22/2023,Ruiru,Budget
ORD10420,CUST1290,Eggs (Tray),1,329.23,329.23,8/22/2023,Thika,Budget
ORD10421,CUST1278,Soap (Bar),1,43.16,43.16,1/23/2023,Nairobi,Regular
ORD10422,CUST1161,Maize Flour (2kg),1,177.69,177.69,10/21/2023,Kitengela,Regular
ORD10423,CUST1039,Tea Leaves (250g),1,57.62,57.62,1/31/2023,Kitengela,Budget
ORD10424,CUST1199,Sanitary Towels (Pack),1,183.17,183.17,4/7/2023,Roysambu,Regular
ORD10425,CUST1040,Sanitary Towels (Pack),1,235.77,235.77,11/10/2023,Ruiru,Budget
ORD10426,CUST1118,Rice (1kg),1,103.84,103.84,4/9/2023,Kitengela,Regular
ORD10427,CUST1203,Milk (500ml),1,40.59,40.59,2/4/2023,Nairobi,Regular
ORD10428,CUST1230,Eggs (Tray),1,311.41,311.41,3/12/2023,Thika,Regular
ORD10429,CUST1221,Cooking Oil (1L),1,281.37,281.37,3/26/2023,Kitengela,Budget
ORD10430,CUST1151,Sugar (1kg),1,127.46,127.46,1/11/2023,Kitengela,Budget
ORD10431,CUST1194,Cooking Oil (1L),1,287.66,287.66,2/10/2023,Nairobi,Budget
ORD10432,CUST1046,Maize Flour (2kg),1,185.41,185.41,2/26/2023,Thika,Budget
ORD10433,CUST1138,Rice (1kg),1,93.74,93.74,1/24/2023,Ruiru,Budget
ORD10434,CUST1285,Sanitary Towels (Pack),1,211.31,211.31,9/29/2023,Umoja,Budget
ORD10435,CUST1283,Rice (1kg),1,127.87,127.87,4/11/2023,Nairobi,Budget
ORD10436,CUST1197,Maize Flour (2kg),1,137.51,137.51,2/19/2023,Thika,Regular
ORD10437,CUST1286,Sugar (1kg),1,123.02,123.02,1/22/2023,Roysambu,Budget
ORD10438,CUST1086,Cooking Oil (1L),1,226.89,226.89,2/4/2023,Ruaka,Regular
ORD10439,CUST1032,Cooking Oil (1L),1,255.64,255.64,2/23/2023,Rongai,Budget
ORD10440,CUST1039,Milk (500ml),1,47.29,47.29,2/1/2023,Kitengela,Budget
ORD10441,CUST1253,Soap (Bar),1,44.45,44.45,9/3/2023,Rongai,Budget
ORD10442,CUST1003,Bread (400g),1,59.48,59.48,3/21/2023,Nairobi,Budget
ORD10443,CUST1168,Eggs (Tray),1,332.57,332.57,4/15/2023,Nairobi,Budget
ORD10444,CUST1069,Tea Leaves (250g),1,56.64,56.64,1/7/2023,Nairobi,Premium
ORD10445,CUST1090,Bread (400g),1,72.84,72.84,2/7/2023,Thika,Budget
ORD10446,CUST1251,Soap (Bar),1,47.92,47.92,2/11/2023,Ruiru,Budget
ORD10447,CUST1201,Milk (500ml),1,44.39,44.39,7/2/2023,Umoja,Budget
ORD10448,CUST1281,Maize Flour (2kg),1,186.04,186.04,3/1/2023,Nairobi,Budget
ORD10449,CUST1107,Eggs (Tray),1,339.88,339.88,4/17/2023,Nairobi,Regular
ORD10450,CUST1209,Eggs (Tray),1,322.31,322.31,2/8/2023,Ruaka,Budget
ORD10451,CUST1078,Bread (400g),1,69.07,69.07,1/10/2023,Nairobi,Budget
ORD10452,CUST1245,Soap (Bar),5,36.12,180.6,1/30/2023,Ruiru,Premium
ORD10453,CUST1278,Maize Flour (2kg),1,167.44,167.44,2/16/2023,Nairobi,Regular
ORD10454,CUST1274,Soap (Bar),1,44.9,44.9,8/6/2023,Thika,Budget
ORD10455,CUST1181,Cooking Oil (1L),1,277.93,277.93,1/6/2023,Ruiru,Budget
ORD10456,CUST1204,Milk (500ml),1,59.31,59.31,5/21/2023,Rongai,Regular
ORD10457,CUST1132,Sugar (1kg),1,121.09,121.09,3/8/2023,Roysambu,Budget
ORD10458,CUST1294,Sugar (1kg),1,119.04,119.04,2/20/2023,Ruiru,Budget
ORD10459,CUST1256,Cooking Oil (1L),1,222.77,222.77,1/16/2023,Thika,Premium
ORD10460,CUST1212,Rice (1kg),1,88.12,88.12,5/1/2023,Rongai,Regular
ORD10461,CUST1178,Tea Leaves (250g),1,57.28,57.28,1/7/2023,Nairobi,Premium
ORD10462,CUST1178,Eggs (Tray),1,289.64,289.64,1/23/2023,Nairobi,Premium
ORD10463,CUST1034,Tea Leaves (250g),1,48.77,48.77,1/4/2023,Nairobi,Premium
ORD10464,CUST1175,Rice (1kg),0,133.77,0,1/22/2023,Nairobi,Budget
ORD10465,CUST1124,Sanitary Towels (Pack),1,175.82,175.82,1/21/2023,Thika,Budget
ORD10466,CUST1218,Eggs (Tray),1,311.59,311.59,2/21/2023,Nairobi,Regular
ORD10467,CUST1095,Bread (400g),1,60.81,60.81,4/5/2023,Nairobi,Budget
ORD10468,CUST1101,Eggs (Tray),1,329.61,329.61,7/19/2023,Ruiru,Regular
ORD10469,CUST1105,Tea Leaves (250g),1,76.2,76.2,4/14/2023,Kitengela,Budget
ORD10470,CUST1295,Rice (1kg),1,142.76,142.76,9/14/2023,Kitengela,Budget
ORD10471,CUST1100,Eggs (Tray),1,320.98,320.98,3/27/2023,Thika,Budget
ORD10472,CUST1270,Milk (500ml),1,51.94,51.94,3/20/2023,Roysambu,Regular
ORD10473,CUST1058,Milk (500ml),1,49.39,49.39,2/28/2023,Nairobi,Budget
ORD10474,CUST1152,Soap (Bar),1,43.89,43.89,5/31/2023,Nairobi,Budget
ORD10475,CUST1122,Tea Leaves (250g),1,56.18,56.18,2/17/2023,Ruiru,Budget
ORD10476,CUST1261,Bread (400g),1,55.45,55.45,1/19/2023,Roysambu,Premium
ORD10477,CUST1095,Eggs (Tray),1,348.36,348.36,3/30/2023,Nairobi,Budget
ORD10478,CUST1088,Sanitary Towels (Pack),1,166.69,166.69,9/9/2023,Thika,Regular
ORD10479,CUST1230,Soap (Bar),1,31.07,31.07,2/15/2023,Thika,Regular
ORD10480,CUST1248,Cooking Oil (1L),1,208.54,208.54,1/31/2023,Ruiru,Premium
ORD10481,CUST1253,Bread (400g),1,66.88,66.88,2/23/2023,Rongai,Budget
ORD10482,CUST1227,Eggs (Tray),1,323.78,323.78,7/22/2023,Roysambu,Budget
ORD10483,CUST1149,Maize Flour (2kg),1,143.32,143.32,3/10/2023,Nairobi,Budget
ORD10484,CUST1234,Soap (Bar),1,47.09,47.09,4/9/2023,Nairobi,Budget
ORD10485,CUST1261,Rice (1kg),1,114.09,114.09,1/25/2023,Roysambu,Premium
ORD10486,CUST1187,Sanitary Towels (Pack),1,243.87,243.87,1/6/2023,Nairobi,Budget
ORD10487,CUST1225,Sanitary Towels (Pack),1,180.45,180.45,8/5/2023,Kitengela,Budget
ORD10488,CUST1152,Maize Flour (2kg),1,154.33,154.33,2/14/2023,Nairobi,Budget
ORD10489,CUST1044,Eggs (Tray),1,360.43,360.43,1/16/2023,Thika,Budget
ORD10490,CUST1121,Sugar (1kg),1,124.32,124.32,3/17/2023,Rongai,Regular
ORD10491,CUST1219,Cooking Oil (1L),1,261.62,261.62,4/11/2023,Nairobi,Regular
ORD10492,CUST1105,Maize Flour (2kg),1,161.91,161.91,3/10/2023,Kitengela,Budget
ORD10493,CUST1275,Cooking Oil (1L),1,243.98,243.98,4/1/2023,Thika,Budget
ORD10494,CUST1293,Tea Leaves (250g),0,82.5,0,3/7/2023,Nairobi,Budget
ORD10495,CUST1048,Cooking Oil (1L),1,311.09,311.09,4/11/2023,Kitengela,Budget
ORD10496,CUST1030,Tea Leaves (250g),1,76.01,76.01,1/17/2023,Roysambu,Regular
ORD10497,CUST1067,Sugar (1kg),1,104.39,104.39,2/11/2023,Thika,Regular
ORD10498,CUST1201,Eggs (Tray),1,322.46,322.46,3/22/2023,Umoja,Budget
ORD10499,CUST1212,Bread (400g),1,59.04,59.04,3/23/2023,Rongai,Regular
ORD10500,CUST1047,Bread (400g),1,63.33,63.33,2/5/2023,Nairobi,Budget
ORD10501,CUST1188,Eggs (Tray),1,364.89,364.89,2/11/2023,Nairobi,Budget
ORD10502,CUST1047,Eggs (Tray),1,348.33,348.33,3/31/2023,Nairobi,Budget
ORD10503,CUST1032,Sanitary Towels (Pack),1,199.26,199.26,2/24/2023,Rongai,Budget
ORD10504,CUST1253,Tea Leaves (250g),1,62.67,62.67,2/6/2023,Rongai,Budget
ORD10505,CUST1295,Cooking Oil (1L),1,269.44,269.44,3/4/2023,Kitengela,Budget
ORD10506,CUST1024,Maize Flour (2kg),1,132.27,132.27,4/11/2023,Ruaka,Budget
ORD10507,CUST1008,Rice (1kg),1,145.06,145.06,1/21/2023,Nairobi,Regular
ORD10508,CUST1000,Bread (400g),1,56.75,56.75,3/30/2023,Kitengela,Budget
ORD10509,CUST1154,Cooking Oil (1L),1,273.07,273.07,1/9/2023,Thika,Premium
ORD10510,CUST1184,Tea Leaves (250g),1,55.1,55.1,3/27/2023,Nairobi,Budget
ORD10511,CUST1084,Maize Flour (2kg),1,150.97,150.97,2/9/2023,Nairobi,Budget
ORD10512,CUST1119,Bread (400g),1,66.27,66.27,7/19/2023,Nairobi,Budget
ORD10513,CUST1244,Rice (1kg),1,93.75,93.75,1/29/2023,Nairobi,Budget
ORD10514,CUST1227,Maize Flour (2kg),1,126.51,126.51,2/13/2023,Roysambu,Budget
ORD10515,CUST1216,Cooking Oil (1L),1,260.16,260.16,1/30/2023,Kitengela,Budget
ORD10516,CUST1052,Rice (1kg),1,96.84,96.84,1/10/2023,Nairobi,Premium
ORD10517,CUST1068,Cooking Oil (1L),1,217.18,217.18,6/24/2023,Nairobi,Budget
ORD10518,CUST1225,Milk (500ml),1,57.17,57.17,3/22/2023,Kitengela,Budget
ORD10519,CUST1210,Soap (Bar),1,45.92,45.92,4/21/2023,Nairobi,Budget
ORD10520,CUST1051,Cooking Oil (1L),1,275.24,275.24,3/17/2023,Nairobi,Regular
ORD10521,CUST1179,Bread (400g),0,59.1,0,1/18/2023,Rongai,Budget
ORD10522,CUST1043,Sugar (1kg),1,110.77,110.77,1/24/2023,Nairobi,Premium
ORD10523,CUST1013,Tea Leaves (250g),1,58.97,58.97,3/19/2023,Nairobi,Budget
ORD10524,CUST1200,Tea Leaves (250g),1,69.39,69.39,4/11/2023,Ruaka,Regular
ORD10525,CUST1122,Eggs (Tray),1,335.26,335.26,1/31/2023,Ruiru,Budget
ORD10526,CUST1036,Sanitary Towels (Pack),1,250.82,250.82,1/2/2023,Roysambu,Budget
ORD10527,CUST1162,Cooking Oil (1L),1,238.68,238.68,4/18/2023,Nairobi,Regular
ORD10528,CUST1187,Sanitary Towels (Pack),1,229.21,229.21,4/8/2023,Nairobi,Budget
ORD10529,CUST1037,Maize Flour (2kg),1,163,163,1/2/2023,Kitengela,Budget
ORD10530,CUST1020,Maize Flour (2kg),1,176.92,176.92,2/20/2023,Roysambu,Regular
ORD10531,CUST1256,Bread (400g),1,55.55,55.55,1/3/2023,Thika,Premium
ORD10532,CUST1275,Soap (Bar),1,34.71,34.71,1/11/2023,Thika,Budget
ORD10533,CUST1261,Sugar (1kg),1,122.77,122.77,1/18/2023,Roysambu,Premium
ORD10534,CUST1033,Tea Leaves (250g),2,67.41,134.82,1/31/2023,Ruaka,Premium
ORD10535,CUST1125,Rice (1kg),1,151.96,151.96,1/15/2023,Nairobi,Budget
ORD10536,CUST1028,Tea Leaves (250g),1,73.48,73.48,3/26/2023,Roysambu,Budget
ORD10537,CUST1061,Maize Flour (2kg),1,170.6,170.6,12/11/2023,Kitengela,Budget
ORD10538,CUST1177,Sanitary Towels (Pack),1,211.81,211.81,4/16/2023,Nairobi,Budget
ORD10539,CUST1085,Milk (500ml),1,44.67,44.67,4/10/2023,Nairobi,Budget
ORD10540,CUST1060,Maize Flour (2kg),0,147.11,0,2/24/2023,Ruaka,Budget
ORD10541,CUST1032,Tea Leaves (250g),1,74.94,74.94,3/15/2023,Rongai,Budget
ORD10542,CUST1254,Eggs (Tray),1,341.82,341.82,1/8/2023,Ruaka,Budget
ORD10543,CUST1290,Cooking Oil (1L),1,248.61,248.61,2/2/2023,Thika,Budget
ORD10544,CUST1293,Rice (1kg),1,100.79,100.79,4/7/2023,Nairobi,Budget
ORD10545,CUST1125,Maize Flour (2kg),1,155.72,155.72,2/19/2023,Nairobi,Budget
ORD10546,CUST1091,Maize Flour (2kg),1,153.17,153.17,4/27/2023,Kitengela,Regular
ORD10547,CUST1214,Sugar (1kg),1,109.65,109.65,2/23/2023,Ruaka,Regular
ORD10548,CUST1163,Tea Leaves (250g),1,78.52,78.52,3/15/2023,Umoja,Budget
ORD10549,CUST1257,Maize Flour (2kg),1,130.76,130.76,4/13/2023,Nairobi,Regular
ORD10550,CUST1023,Bread (400g),1,53.95,53.95,3/1/2023,Nairobi,Budget
ORD10551,CUST1159,Milk (500ml),1,41.73,41.73,7/12/2023,Nairobi,Regular
ORD10552,CUST1149,Soap (Bar),1,47.97,47.97,4/5/2023,Nairobi,Budget
ORD10553,CUST1237,Milk (500ml),1,54.43,54.43,3/5/2023,Nairobi,Budget
ORD10554,CUST1100,Sanitary Towels (Pack),1,237.35,237.35,10/27/2023,Thika,Budget
ORD10555,CUST1012,Sugar (1kg),1,116.25,116.25,3/23/2023,Thika,Regular
ORD10556,CUST1004,Milk (500ml),0,42.03,0,3/26/2023,Ruiru,Budget
ORD10557,CUST1157,Rice (1kg),1,94.36,94.36,1/31/2023,Kitengela,Regular
ORD10558,CUST1030,Cooking Oil (1L),1,271.17,271.17,7/28/2023,Roysambu,Regular
ORD10559,CUST1266,Bread (400g),1,64.02,64.02,2/17/2023,Kitengela,Regular
ORD10560,CUST1043,Soap (Bar),2,30.32,60.64,1/21/2023,Nairobi,Premium
ORD10561,CUST1290,Maize Flour (2kg),1,153.4,153.4,1/17/2023,Thika,Budget
ORD10562,CUST1133,Milk (500ml),1,61.45,61.45,2/20/2023,Umoja,Budget
ORD10563,CUST1167,Milk (500ml),1,51.51,51.51,7/13/2023,Ruiru,Budget
ORD10564,CUST1069,Soap (Bar),1,30.57,30.57,1/6/2023,Nairobi,Premium
ORD10565,CUST1160,Bread (400g),1,55.04,55.04,2/15/2023,Thika,Budget
ORD10566,CUST1106,Eggs (Tray),1,331.19,331.19,2/3/2023,Thika,Budget
ORD10567,CUST1046,Cooking Oil (1L),1,294.8,294.8,2/8/2023,Thika,Budget
ORD10568,CUST1020,Sugar (1kg),1,125.08,125.08,8/6/2023,Roysambu,Regular
ORD10569,CUST1182,Bread (400g),1,57.26,57.26,1/10/2023,Ruaka,Premium
ORD10570,CUST1089,Maize Flour (2kg),1,185.98,185.98,4/20/2023,Thika,Budget
ORD10571,CUST1281,Sugar (1kg),1,107.98,107.98,1/14/2023,Nairobi,Budget
ORD10572,CUST1071,Rice (1kg),1,84.88,84.88,4/17/2023,Umoja,Budget
ORD10573,CUST1113,Cooking Oil (1L),1,219.81,219.81,2/21/2023,Nairobi,Regular
ORD10574,CUST1043,Soap (Bar),0,39.64,0,1/27/2023,Nairobi,Premium
ORD10575,CUST1033,Sugar (1kg),1,120.72,120.72,1/26/2023,Ruaka,Premium
ORD10576,CUST1169,Rice (1kg),1,87.14,87.14,11/8/2023,Thika,Budget
ORD10577,CUST1202,Eggs (Tray),1,316.55,316.55,3/29/2023,Roysambu,Budget
